ID,Education,JoiningYear,City,Age,ExperienceInCurrentDomain,PersonalityType,ProjectDescription,SoftSkill
4606,Masters,2017,New Delhi,40,1,1,Project related to implementing continuous integration and deployment (CI/CD) using technology JavaScript and framework Flask.,"['Organization', 'Creativity', 'Team management']"
4607,Masters,2015,Bangalore,38,1,8,Project related to enhancing system performance using technology Python and framework Ruby on Rails.,"['Creativity', 'Project management', 'Critical assessment skills']"
4608,PHD,2014,New Delhi,23,1,1,Project related to implementing security measures using technology C# and framework Spring.,"['Decision-making', 'Risk management', 'Networking', 'Stress management', 'Conflict management', 'Project management']"
4609,Bachelors,2015,Bangalore,39,2,6,Project related to developing an API using technology Java and framework Vue.,"['Empathy', 'Leadership', 'Flexibility', 'Interpersonal communication']"
4610,Bachelors,2014,Pune,22,0,3,Project related to conducting user research using technology PHP and framework Ruby on Rails.,"['Teamwork', 'Interpersonal communication', 'Networking', 'Change management', 'Strategic thinking', 'Decision-making']"
4611,Bachelors,2015,Pune,24,2,3,Project related to optimizing existing software using technology JavaScript and framework Django.,"['Assertiveness', 'Leadership', 'Ability to work in a diverse environment', 'Critical assessment skills', 'Conflict management', 'Adaptability to change']"
4612,Masters,2014,New Delhi,24,2,5,Project related to developing a chatbot using technology HTML and framework Ruby on Rails.,"['Flexibility', 'Time management', 'Negotiation', 'Collaboration']"
4613,Bachelors,2012,Bangalore,23,1,4,Project related to integrating various systems using technology Java and framework Django.,"['Flexibility', 'Time management', 'Organization']"
4614,Bachelors,2014,Bangalore,30,4,4,Project related to creating a responsive design using technology SQL and framework Angular.,"['Teamwork', 'Empathy', 'Ability to work in a diverse environment']"
4615,Bachelors,2016,New Delhi,25,3,6,Project related to building a content management system using technology CSS and framework React.,"['Problem-solving', 'Team management', 'Project management', 'Persuasion']"
4616,Bachelors,2013,Bangalore,34,4,7,Project related to developing a chatbot using technology C# and framework Ruby on Rails.,"['Assertiveness', 'Motivation', 'Collaboration']"
4617,Masters,2015,New Delhi,40,5,6,Project related to conducting user research using technology HTML and framework Angular.,"['Collaboration', 'Problem-solving', 'Flexibility']"
4618,Bachelors,2012,Bangalore,39,1,6,Project related to implementing security measures using technology Ruby and framework Spring.,"['Change management', 'Motivation', 'Creativity']"
4619,Masters,2017,New Delhi,38,2,2,Project related to integrating various systems using technology PHP and framework Ruby on Rails.,"['Problem-solving', 'Persuasion', 'Listening skills', 'Assertiveness']"
4620,Bachelors,2016,Pune,38,2,8,Project related to developing a mobile application using technology C# and framework Spring.,"['Critical thinking', 'Team management', 'Critical assessment skills', 'Leadership', 'Assertiveness', 'Teamwork']"
4621,Bachelors,2015,Pune,38,4,8,Project related to creating user interfaces using technology JavaScript and framework Spring.,"['Listening skills', 'Organization', 'Collaboration']"
4622,Bachelors,2015,Bangalore,31,5,7,Project related to writing technical documentation using technology SQL and framework Ruby on Rails.,"['Conflict management', 'Collaboration', 'Risk management', 'Presentation skills', 'Change management', 'Teamwork']"
4623,Bachelors,2017,Pune,30,4,8,Project related to creating a web application using technology JavaScript and framework Vue.,"['Risk management', 'Critical thinking', 'Problem-solving', 'Leadership']"
4624,PHD,2013,Bangalore,24,2,1,Project related to implementing a data management system using technology PHP and framework Angular.,"['Critical assessment skills', 'Organization', 'Stress management', 'Motivation', 'Critical thinking', 'Collaboration']"
4625,Bachelors,2017,Bangalore,38,3,4,Project related to creating a web application using technology Python and framework Flask.,"['Organization', 'Project management', 'Listening skills', 'Strategic thinking']"
4626,Bachelors,2013,Pune,37,3,8,Project related to developing an API using technology CSS and framework Ruby on Rails.,"['Negotiation', 'Flexibility', 'Listening skills', 'Decision-making', 'Critical assessment skills']"
4627,Bachelors,2016,Bangalore,22,0,2,Project related to creating a responsive design using technology CSS and framework Ruby on Rails.,"['Teamwork', 'Ability to work in a diverse environment', 'Team management']"
4628,PHD,2012,Bangalore,30,4,7,Project related to deploying applications to the cloud using technology Ruby and framework Flask.,"['Organization', 'Leadership', 'Conflict management', 'Ability to work in a diverse environment', 'Adaptability to change', 'Project management']"
4629,Bachelors,2013,Bangalore,39,5,5,Project related to building a content management system using technology Ruby and framework Vue.,"['Organization', 'Negotiation', 'Empathy', 'Teamwork', 'Persuasion']"
4630,Bachelors,2017,Bangalore,35,0,2,Project related to preparing data analysis using technology CSS and framework Spring.,"['Strategic thinking', 'Collaboration', 'Organization']"
4631,Bachelors,2012,Pune,25,3,3,Project related to deploying applications to the cloud using technology Java and framework React.,"['Persuasion', 'Leadership', 'Conflict management', 'Change management', 'Emotional intelligence', 'Data analysis']"
4632,Bachelors,2018,Bangalore,32,1,4,Project related to creating a data visualization dashboard using technology Ruby and framework Vue.,"['Ability to work in a diverse environment', 'Conflict management', 'Assertiveness', 'Creativity', 'Collaboration', 'Negotiation']"
4633,Bachelors,2018,Bangalore,31,2,2,Project related to implementing a data management system using technology Java and framework Vue.,"['Motivation', 'Networking', 'Change management', 'Teamwork']"
4634,Bachelors,2016,Bangalore,37,2,5,Project related to implementing security measures using technology CSS and framework Ruby on Rails.,"['Conflict management', 'Risk management', 'Motivation', 'Critical thinking']"
4635,Bachelors,2016,New Delhi,38,2,2,Project related to developing a chatbot using technology C# and framework Spring.,"['Creativity', 'Presentation skills', 'Ability to work in a diverse environment', 'Adaptability to change', 'Risk management', 'Team management']"
4636,Bachelors,2014,Bangalore,22,0,3,Project related to building a content management system using technology SQL and framework Spring.,"['Interpersonal communication', 'Organization', 'Emotional intelligence']"
4637,Masters,2014,New Delhi,37,0,5,Project related to deploying applications to the cloud using technology C# and framework React.,"['Organization', 'Problem-solving', 'Ability to work in a diverse environment', 'Decision-making']"
4638,Bachelors,2018,Bangalore,32,2,8,Project related to conducting user research using technology Python and framework Ruby on Rails.,"['Presentation skills', 'Team management', 'Stress management', 'Time management']"
4639,Bachelors,2013,Bangalore,26,4,8,Project related to creating a responsive design using technology HTML and framework React.,"['Adaptability to change', 'Team management', 'Project management', 'Networking', 'Decision-making']"
4640,Bachelors,2017,Bangalore,28,0,4,Project related to automating testing processes using technology PHP and framework Django.,"['Stress management', 'Conflict management', 'Teamwork']"
4641,Bachelors,2015,Bangalore,35,0,5,Project related to enhancing system performance using technology HTML and framework Flask.,"['Ability to work in a diverse environment', 'Stress management', 'Leadership', 'Decision-making', 'Collaboration']"
4642,Bachelors,2016,Bangalore,33,0,1,Project related to implementing a data management system using technology Java and framework React.,"['Flexibility', 'Persuasion', 'Data analysis', 'Assertiveness', 'Emotional intelligence']"
4643,Bachelors,2012,Bangalore,36,4,3,Project related to automating testing processes using technology C# and framework Vue.,"['Critical thinking', 'Decision-making', 'Conflict management', 'Adaptability to change', 'Emotional intelligence', 'Team management']"
4644,Bachelors,2013,Bangalore,31,5,7,Project related to implementing continuous integration and deployment (CI/CD) using technology CSS and framework Ruby on Rails.,"['Problem-solving', 'Strategic thinking', 'Project management', 'Interpersonal communication', 'Stress management']"
4645,Bachelors,2015,Pune,32,1,4,Project related to writing technical documentation using technology PHP and framework Django.,"['Project management', 'Persuasion', 'Decision-making', 'Leadership']"
4646,Masters,2017,Pune,31,2,8,Project related to implementing security measures using technology HTML and framework Vue.,"['Networking', 'Strategic thinking', 'Listening skills']"
4647,Bachelors,2013,Bangalore,25,3,4,Project related to automating testing processes using technology C# and framework Vue.,"['Organization', 'Leadership', 'Teamwork', 'Negotiation', 'Change management', 'Flexibility']"
4648,Bachelors,2016,Pune,30,2,1,Project related to implementing continuous integration and deployment (CI/CD) using technology JavaScript and framework Django.,"['Emotional intelligence', 'Team management', 'Creativity', 'Stress management']"
4649,Bachelors,2013,Bangalore,26,4,3,Project related to developing a chatbot using technology Java and framework Vue.,"['Organization', 'Teamwork', 'Change management', 'Critical thinking']"
4650,Masters,2013,Pune,37,2,4,Project related to developing a mobile application using technology Python and framework Angular.,"['Negotiation', 'Organization', 'Project management']"
